Position,Cost,Asset
2267.4251,133000.0000,178038.2206
2267.4251,133000.0000,177879.5008
2267.4251,133000.0000,179126.5846
2267.4251,133000.0000,180713.7822
2279.9314,134000.0000,182303.3128
2279.9314,134000.0000,181414.1395
2279.9314,134000.0000,180638.9629
2279.9314,134000.0000,181710.5306
2279.9314,134000.0000,182873.2956
2292.3630,135000.0000,184397.6798
2292.3630,135000.0000,184099.6726
2292.3630,135000.0000,184237.2144
2292.3630,135000.0000,181967.7750
2292.3630,135000.0000,182288.7059
2304.9527,136000.0000,183082.3932
2304.9527,136000.0000,183197.6408
2304.9527,136000.0000,183059.3437
2304.9527,136000.0000,184649.7610
2304.9527,136000.0000,184788.0582
2317.2226,137000.0000,188853.6453
2317.2226,137000.0000,189317.0898
2317.2226,137000.0000,189711.0177
2317.2226,137000.0000,190243.9789
2329.4670,138000.0000,190247.5731
2329.4670,138000.0000,190596.9932
2329.4670,138000.0000,190596.9932
2329.4670,138000.0000,189991.3318
2341.8158,139000.0000,189640.2409
2341.8158,139000.0000,189780.7498
2341.8158,139000.0000,190694.0580
2341.8158,139000.0000,191771.2932
2341.8158,139000.0000,190904.8214
2354.0902,140000.0000,191787.7306
2354.0902,140000.0000,189857.3766
2354.0902,140000.0000,193671.0028
2354.0902,140000.0000,194259.5253
2354.0902,140000.0000,193835.7891
2354.0902,140000.0000,194565.5571
2354.0902,140000.0000,195318.8659
2354.0902,140000.0000,194706.8025
2354.0902,140000.0000,193694.5437
2366.4268,141000.0000,191822.5536
2366.4268,141000.0000,189077.4986
2366.4268,141000.0000,188225.5849
2366.4268,141000.0000,190118.7263
2366.4268,141000.0000,189172.1556
2378.8538,142000.0000,191426.3618
2378.8538,142000.0000,188333.8519
2378.8538,142000.0000,188143.5436
2378.8538,142000.0000,188833.4112
2378.8538,142000.0000,191735.6128
2391.1147,143000.0000,195019.3124
2391.1147,143000.0000,196621.3592
2391.1147,143000.0000,198821.1847
2391.1147,143000.0000,197362.6048
2391.1147,143000.0000,200208.0313
2391.1147,143000.0000,201021.0102
2391.1147,143000.0000,201284.0329
2391.1147,143000.0000,200423.2316
2391.1147,143000.0000,201857.9004
2402.9855,144000.0000,202427.4997
2402.9855,144000.0000,203316.6044
2402.9855,144000.0000,203340.6342
2402.9855,144000.0000,202643.7684
2402.9855,144000.0000,203893.3209
2414.8931,145000.0000,202802.7235
2414.8931,145000.0000,205434.9570
2414.8931,145000.0000,206135.2760
2414.8931,145000.0000,206835.5950
2414.8931,145000.0000,206835.5950
2426.6703,146000.0000,206048.5741
2426.6703,146000.0000,206825.1086
2426.6703,146000.0000,204519.7718
2426.6703,146000.0000,206994.9755
2426.6703,146000.0000,202651.2357
2438.6120,147000.0000,204209.3699
2438.6120,147000.0000,204940.9535
